CompanyName,Hyperlink,DownloadStatus,DownloadErrorFrequency,Remark,VolumnIndicatorProcess,VolumnIndicatorResult,Empty,Empty
TRC Synergy Bhd,/equities/trc-synergy-bhd,Download Failed,1,Skipped,,,,
Pensonic Holdings Bhd,/equities/pensonic-holdings-bhd,Download Failed,1,Skipped,,,,
Malaysian Bulk Carriers Bhd,/equities/malaysian-bulk-carriers-bhd,Download Failed,1,Skipped,,,,
Shin Yang Shipping Corporation Bhd,/equities/shin-yang-shipping-corporation-bhd,Download Failed,1,Skipped,,,,
YSP Southeast Asia Holding Bhd,/equities/ysp-southeast-asia-holding-bhd,Download Failed,1,Skipped,,,,
OCR Group Bhd,/equities/oc-resources-bhd,Download Failed,1,Skipped,,,,
MBM Resources Bhd,/equities/mbm-resources-bhd,Download Failed,1,Skipped,,,,
Sam Engineering Equipment,/equities/sam-engineering-equipment,Download Failed,1,Skipped,,,,
Tan Chong Motor Holdings Bhd,/equities/tan-chong-motor-holdings-bhd,Download Failed,1,Skipped,,,,
IQ Group Holdings Bhd,/equities/iq-group-holdings-bhd,Download Failed,1,Skipped,,,,
Matrix Concepts Holdings Bhd,/equities/matrix-concepts-holdings-bhd,Download Failed,1,Skipped,,,,
Versatile Creative Bhd,/equities/versatile-creative-bhd,Download Failed,1,Skipped,,,,
TAS Offshore Bhd,/equities/tas-offshore-bhd,Download Failed,1,Skipped,,,,
Southern Steel Bhd,/equities/southern-steel-bhd,Download Failed,1,Skipped,,,,
Resintech Bhd,/equities/resintech-bhd,Download Failed,1,Skipped,,,,
Microlink Solutions Bhd,/equities/microlink-solutions-bhd,Download Failed,1,Skipped,,,,
IGB Bhd,/equities/goldis-bhd,Download Failed,1,Skipped,,,,
MAA Group Bhd,/equities/maa-group-bhd,Download Failed,1,Skipped,,,,
Tong Herr Resources Bhd,/equities/tong-herr-resources-bhd,Download Failed,1,Skipped,,,,
ELK-Desa Resources Bhd,/equities/elk-desa-resources-bhd,Download Failed,1,Skipped,,,,
Subur Tiasa Holdings Bhd,/equities/subur-tiasa-holdings-bhd,Download Failed,1,Skipped,,,,
Chin Well Holdings Bhd,/equities/chin-well-holdings-bhd,Download Failed,1,Skipped,,,,
Chee Wah Corporation Bhd,/equities/chee-wah-corp-bhd,Download Failed,1,Skipped,,,,
DKSH Holdings Malaysia Berhad,/equities/dksh-holdings-malaysia-berhad,Download Failed,1,Skipped,,,,
CI Holdings Bhd,/equities/ci-holdings-bhd,Download Failed,1,Skipped,,,,
SMIS Corporation Bhd,/equities/smis-corporation-bhd,Download Failed,1,Skipped,,,,
KYM Holdings Bhd,/equities/kym-holdings-bhd,Download Failed,1,Skipped,,,,
Kia Lim Bhd,/equities/kia-lim-bhd,Download Failed,1,Skipped,,,,
Amanah Harta Tanah PNB,/equities/amanah-harta-tanah,Download Failed,1,Skipped,,,,
Kluang Rubber Company Malaya,/equities/kluang-rubber-company-malaya,Download Failed,1,Skipped,,,,
Dutch Lady Milk Industries Bhd,/equities/dutch-lady-milk-industries-bhd,Download Failed,1,Skipped,,,,
SHL Consolidated Bhd,/equities/shl-consolidated-bhd,Download Failed,1,Skipped,,,,
Riverview Rubber Estates Bhd,/equities/riverview-rubber-estates-bhd,Download Failed,1,Skipped,,,,
Eupe Corporation Bhd,/equities/eupe-corporation-bhd,Download Failed,1,Skipped,,,,
Quality Concrete Holdings Bhd,/equities/quality-concrete-holdings-bhd,Download Failed,1,Skipped,,,,
Ibraco Bhd,/equities/ibraco-bhd,Download Failed,1,Skipped,,,,
Berjaya Media Bhd,/equities/berjaya-media-bhd,Download Failed,1,Skipped,,,,
Concrete Engineering Products,/equities/concrete-engineering-products,Download Failed,1,Skipped,,,,
Eurospan Holdings Bhd,/equities/eurospan-holdings-bhd,Download Failed,1,Skipped,,,,
Inch Kenneth Kajang Rubber PLC,/equities/inch-kenneth-kajang-rubber-plc,Download Failed,1,Skipped,,,,
Lebtech Bhd,/equities/lebtech-bhd,Download Failed,1,Skipped,,,,
New Hoong Fatt Holdings Bhd,/equities/new-hoong-fatt-holdings-bhd,Download Failed,1,Skipped,,,,
AYER Holdings Bhd,/equities/tahps-group-bhd,Download Failed,1,Skipped,,,,
Kinsteel Bhd,/equities/kinsteel-bhd,Download Failed,1,Skipped,,,,
NPC Resources Bhd,/equities/npc-resources-bhd,Download Failed,1,Skipped,,,,
Warisan TC Holdings Bhd,/equities/warisan-tc-holdings-bhd,Download Failed,1,Skipped,,,,
Innity Corporation Bhd,/equities/innity-corporation-bhd,Download Failed,1,Skipped,,,,
ATTA Global Group Bhd Pref,/equities/atta-global-pref,Download Failed,1,Skipped,,,,
MCOM Holdings Bhd,/equities/mcom-holdings-bhd,Download Failed,1,Skipped,,,,
Ekovest Bhd,/equities/ekovest-bhd,Download Sucessful,1,Append Successfully,,,,
Sapura Energy Bhd,/equities/sapurakencana-petroleum-bhd,Download Sucessful,1,Append Successfully,,,,
LKL International Bhd,/equities/lkl-international-bhd,Download Sucessful,1,Append Successfully,,,,
HLT Global Bhd,/equities/hlt-global-bhd,Download Sucessful,1,Append Successfully,,,,
Notion Vtec Bhd,/equities/notion-vtec-bhd,Download Sucessful,1,Append Successfully,,,,
Permaju Industries Bhd,/equities/permaju-industries-bhd,Download Sucessful,1,Append Successfully,,,,
Reliance Pacific Bhd,/equities/reliance-pacific-bhd,Download Sucessful,1,Append Successfully,,,,
Aemulus Holdings Bhd,/equities/aemulus-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
Evergreen Fibreboard Bhd,/equities/evergreen-fibreboard-bhd,Download Sucessful,1,Append Successfully,,,,
Turiya Bhd,/equities/turiya-bhd,Download Sucessful,1,Append Successfully,,,,
Mah Sing Group Bhd,/equities/mah-sing-group-bhd,Download Failed,1,Skipped,,,,
Komarkcorp Bhd,/equities/komarkcorp-bhd,Download Failed,1,Skipped,,,,
PeterLabs Holdings Bhd,/equities/peterlabs-holdings-bhd,Download Failed,1,Skipped,,,,
JAKS Resources Bhd,/equities/jaks-resources-bhd,Download Failed,1,Skipped,,,,
IJM Corporation Bhd,/equities/ijm-corporation-bhd,Download Failed,1,Skipped,,,,
RGT Bhd,/equities/asia-knight-bhd,Download Failed,1,Skipped,,,,
Ikhmas Jaya Group Bhd,/equities/ikhmas-jaya-group-bhd,Download Failed,1,Skipped,,,,
Sedania Innovator Bhd,/equities/sedania-innovator-bhd,Download Failed,1,Skipped,,,,
Chin Hin Group Bhd,/equities/chin-hin-group-bhd,Download Failed,1,Skipped,,,,
HUBLine Bhd,/equities/hubline-bhd,Download Failed,1,Skipped,,,,
SDS Group Bhd,/equities/sds-group-bhd,Download Failed,1,Skipped,,,,
Dolphin International Bhd,/equities/dolphin-international-bhd,Download Failed,1,Skipped,,,,
Progressive Impact Corporation Bhd,/equities/progressive-impact-corporation-bhd,Download Failed,1,Skipped,,,,
AbleGroup Bhd,/equities/ablegroup-bhd,Download Failed,1,Skipped,,,,
Arb Bhd,/equities/aturmaju-resources-bhd,Download Failed,1,Skipped,,,,
Chin Hin Group Property Bhd,/equities/boon-koon-group-bhd,Download Failed,1,Skipped,,,,
DWL Resources Bhd,/equities/spring-gallery-bhd,Download Failed,1,Skipped,,,,
MI Technovation Bhd,/equities/mi-equipment,Download Failed,1,Skipped,,,,
Titijaya Land Bhd,/equities/titijaya-land-bhd,Download Failed,1,Skipped,,,,
Lotte Chemical Titan Holding BHD,/equities/lotte-chemical-titan,Download Failed,1,Skipped,,,,
Ideal Jacobs Malaysia Corporation Bhd,/equities/ideal-jacobs-malaysia-corporation,Download Failed,1,Skipped,,,,
Menang Corporation (Malaysia) Bhd,/equities/menang-corporation-(m)-bhd,Download Failed,1,Skipped,,,,
China Ouhua Winery Holdings,/equities/china-ouhua-winery-holdings,Download Failed,1,Skipped,,,,
Eduspec Holdings Bhd,/equities/eduspec-holdings-bhd,Download Failed,1,Skipped,,,,
YBS International Bhd,/equities/lng-resources-bhd,Download Failed,1,Skipped,,,,
M K Land Holdings Bhd,/equities/m-k-land-holdings-bhd,Download Failed,1,Skipped,,,,
JHM Consolidation Bhd,/equities/jhm-consolidation-bhd,Download Failed,1,Skipped,,,,
Jasa Kita Bhd,/equities/jasa-kita-bhd,Download Failed,1,Skipped,,,,
Daya Materials Bhd,/equities/daya-materials-bhd,Download Failed,1,Skipped,,,,
Smtrack Bhd,/equities/smtrack-bhd,Download Failed,1,Skipped,,,,
Dayang Enterprise Holdings Bhd,/equities/dayang-enterprise-holdings-bhd,Download Failed,1,Skipped,,,,
Yi-Lai Bhd,/equities/yi-lai-bhd,Download Failed,1,Skipped,,,,
Powerwell Holdings Bhd,/equities/powerwell-holdings-bhd,Download Failed,1,Skipped,,,,
Supercomnet Technologies Bhd,/equities/supercomnet-technologies-bhd,Download Failed,1,Skipped,,,,
Malaysia Steel Works KL Bhd,/equities/malaysia-steel-works-kl-bhd,Download Failed,1,Skipped,,,,
Petronas Chemicals Group Bhd,/equities/petronas-chemicals-group-bhd,Download Failed,1,Skipped,,,,
Hup Seng Industries Bhd,/equities/hup-seng-industries-bhd,Download Failed,1,Skipped,,,,
Straits Inter Logistics Bhd,/equities/raya-international-bhd,Download Failed,1,Skipped,,,,
Nextgreen Global Bhd,/equities/bhs-industries-bhd,Download Failed,1,Skipped,,,,
Kim Loong Resources Bhd,/equities/kim-loong-resources-bhd,Download Failed,1,Skipped,,,,
Cepatwawasan Group Bhd,/equities/cepatwawasan-group-bhd,Download Failed,1,Skipped,,,,
Magni Tech Industries Bhd,/equities/magni-tech-industries-bhd,Download Failed,1,Skipped,,,,
Pertama Digital Berhad,/equities/sinotop-holdings-bhd,Download Failed,1,Skipped,,,,
Hexza Corporation Bhd,/equities/hexza-corporation-bhd,Download Failed,1,Skipped,,,,
Magnum Bhd,/equities/magnum-bhd,Download Failed,1,Skipped,,,,
Syarikat Takaful Malaysia Bhd,/equities/syarikat-takaful-malaysia-bhd,Download Failed,1,Skipped,,,,
Willowglen MSC Bhd,/equities/willowglen-msc-bhd,Download Failed,1,Skipped,,,,
Prolexus Bhd,/equities/prolexus-bhd,Download Failed,1,Skipped,,,,
Hektar Real Estate Investment Trust,/equities/hektar-reit,Download Failed,1,Skipped,,,,
Marco Holdings Bhd,/equities/marco-holdings-bhd,Download Failed,1,Skipped,,,,
United Plantations Bhd,/equities/united-plantations-bhd,Download Failed,1,Skipped,,,,
Landmarks Bhd,/equities/landmarks-bhd,Download Failed,1,Skipped,,,,
Imaspro Corporation Bhd,/equities/imaspro-corporation-bhd,Download Failed,1,Skipped,,,,
Heineken Bhd,/equities/guinness-anchor-bhd,Download Failed,1,Skipped,,,,
SEG International Bhd,/equities/seg-international-bhd,Download Failed,1,Skipped,,,,
Three A Resources Bhd,/equities/three-a-resources-bhd,Download Failed,1,Skipped,,,,
Lay Hong Bhd,/equities/lay-hong-bhd,Download Failed,1,Skipped,,,,
CAB Cakaran Corporation Bhd,/equities/cab-cakaran-corporation-bhd,Download Failed,1,Skipped,,,,
Eastern & Oriental Bhd,/equities/eastern---oriental-bhd,Download Failed,1,Skipped,,,,
IJM Plantations Bhd,/equities/ijm-plantations-bhd,Download Failed,1,Skipped,,,,
GHL Systems Bhd,/equities/ghl-systems-bhd,Download Failed,1,Skipped,,,,
Hong Leong Financial Group Bhd,/equities/hong-leong-financial-group-bhd,Download Failed,1,Skipped,,,,
Fraser Neave Holdings Bhd,/equities/fraser-neave-holdings-bhd,Download Failed,1,Skipped,,,,
Tashin Holdings Bhd,/equities/tashin-holdings-bhd,Download Failed,1,Skipped,,,,
RCE Capital Berhad,/equities/rce-capital-berhad,Download Failed,1,Skipped,,,,
Sarawak Oil Palms Bhd,/equities/sarawak-oil-palms-bhd,Download Failed,1,Skipped,,,,
Tex Cycle Technology M Bhd,/equities/tex-cycle-technology-m-bhd,Download Failed,1,Skipped,,,,
British American Tobacco Malaysia Bhd,/equities/british-american-tobacco-(m)-bhd,Download Failed,1,Skipped,,,,
Petron Malaysia Refining Marketing,/equities/petron-malaysia-refining-marketing,Download Failed,1,Skipped,,,,
Integrated Logistics Bhd,/equities/integrated-logistics-bhd,Download Failed,1,Skipped,,,,
Petronas Dagangan Bhd,/equities/petronas-dagangan-bhd,Download Failed,1,Skipped,,,,
Tri-Mode System M Bhd,/equities/tri-mode,Download Failed,1,Skipped,,,,
Jiankun International Bhd,/equities/jiankun-international-bhd,Download Failed,1,Skipped,,,,
Hai O Enterprise Bhd,/equities/hai-o-enterprise-bhd,Download Failed,1,Skipped,,,,
Zhulian Corporation Bhd,/equities/zhulian-corporation-bhd,Download Failed,1,Skipped,,,,
Formosa Prosonic Industries,/equities/formosa-prosonic-industries,Download Failed,1,Skipped,,,,
Sarawak Plantation Bhd,/equities/sarawak-plantation-bhd,Download Failed,1,Skipped,,,,
UPA Corporation Bhd,/equities/upa-corporation-bhd,Download Failed,1,Skipped,,,,
Crest Builder Holdings Bhd,/equities/crest-builder-holdings-bhd,Download Failed,1,Skipped,,,,
Sunway Construction Group Bhd,/equities/sunway-construction-group-bhd,Download Failed,1,Skipped,,,,
Allianz Malaysia Bhd,/equities/allianz-malaysia-bhd,Download Failed,1,Skipped,,,,
FACB Industries Incorporated,/equities/facb-industries-incorporated,Download Failed,1,Skipped,,,,
SBC Corp Bhd,/equities/sbc-corp-bhd,Download Failed,1,Skipped,,,,
Lysaght Galvanized Steel Bhd,/equities/lysaght-galvanized-steel,Download Failed,1,Skipped,,,,
See Hup Consolidated Bhd,/equities/see-hup-consolidated-bhd,Download Failed,1,Skipped,,,,
Chuan Huat Resources Bhd,/equities/chuan-huat-resources-bhd,Download Failed,1,Skipped,,,,
Heng Huat Resources Group Bhd,/equities/heng-huat-resources-group-bhd,Download Failed,1,Skipped,,,,
Seremban Engineering Bhd,/equities/seremban-engineering-bhd,Download Failed,1,Skipped,,,,
Bintulu Port Holdings Bhd,/equities/bintulu-port-holdings-bhd,Download Failed,1,Skipped,,,,
Enra Group Bhd,/equities/perduren-(m)-bhd,Download Failed,1,Skipped,,,,
Kuchai Develop Bhd,/equities/kuchai-develop-bhd,Download Failed,1,Skipped,,,,
Nationwide Express Holdings Bhd,/equities/nationwide-express-courier-services,Download Failed,1,Skipped,,,,
Sin Heng Chan (Malaya) Bhd,/equities/sin-heng-chan-(malaya)-bhd,Download Failed,1,Skipped,,,,
FCW Holdings Bhd,/equities/fcw-holdings-bhd,Download Failed,1,Skipped,,,,
ARK Resources Bhd,/equities/ark-resources-bhd,Download Failed,1,Skipped,,,,
Perisai Petroleum Teknologi Bhd,/equities/perisai-petroleum-teknologi-bhd,Download Failed,1,Skipped,,,,
BLD Plantation Bhd,/equities/bld-plantation-bhd,Download Failed,1,Skipped,,,,
Crescendo Corporation Bhd,/equities/crescendo-corporation-bhd,Download Failed,1,Skipped,,,,
Esthetics International Group,/equities/esthetics-international-group,Download Failed,1,Skipped,,,,
Ireka Corporation Bhd,/equities/ireka-corporation-bhd,Download Failed,1,Skipped,,,,
London Biscuits Bhd,/equities/london-biscuits-bhd,Download Failed,1,Skipped,,,,
Negri Sembilan Oil Palms Bhd,/equities/negri-sembilan-oil-palms-bhd,Download Failed,1,Skipped,,,,
Teo Guan Lee Corporation Bhd,/equities/teo-guan-lee-corporation-bhd,Download Failed,1,Skipped,,,,
LB Aluminium Bhd,/equities/lb-aluminium-bhd,Download Failed,1,Skipped,,,,
Perak Corporation Bhd,/equities/perak-corporation-bhd,Download Failed,1,Skipped,,,,
Woodlandor Holdings Bhd,/equities/woodlandor-holdings-bhd,Download Failed,1,Skipped,,,,
Insas Bhd Pref,/equities/insas-bhd-pref,Download Failed,1,Skipped,,,,
Tower Real Estate Investment Trust,/equities/tower-real-estate,Download Failed,1,Skipped,,,,
Tasek Corporation Bhd,/equities/tasek-corporation-bhd-pref,Download Failed,1,Skipped,,,,
Bintai Kinden Corporation Bhd,/equities/bintai-kinden-corporation-bhd,Download Sucessful,1,Append Successfully,,,,
Fintec Global Bhd,/equities/asia-bioenergy-technologies-bhd,Download Sucessful,1,Append Successfully,,,,
Dynaciate Group Bhd,/equities/tatt-giap-group-bhd,Download Sucessful,1,Append Successfully,,,,
JCY International Bhd,/equities/jcy-international-bhd,Download Sucessful,1,Append Successfully,,,,
Metronic Global Bhd,/equities/metronic-global-bhd,Download Sucessful,1,Append Successfully,,,,
GPA Holdings Bhd,/equities/gpa-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
WCT Holdings Bhd,/equities/wct-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
Boustead Plantations Bhd,/equities/boustead-plantations-bhd,Download Sucessful,1,Append Successfully,,,,
Pasukhas Group Bhd,/equities/pasukhas-group-bhd,Download Sucessful,1,Append Successfully,,,,
Minetech Resources Bhd,/equities/minetech-resources-bhd,Download Sucessful,1,Append Successfully,,,,
MMAG Holdings Bhd,/equities/mmag-holdings-bhd,Download Failed,1,Skipped,,,,
Inix Technologies Holdings Bhd,/equities/inix-technologies-holdings-bhd,Download Failed,1,Skipped,,,,
Icon Offshore Bhd,/equities/icon-offshore-bhd,Download Failed,1,Skipped,,,,
GETS Global Bhd,/equities/kbes-bhd,Download Failed,1,Skipped,,,,
Felda Global Ventures Holdings Bhd,/equities/felda-global-ventures-holdings-bhd,Download Failed,1,Skipped,,,,
IFCA MSC Bhd,/equities/ifca-msc-bhd,Download Failed,1,Skipped,,,,
Hibiscus Petroleum BHD,/equities/hibiscus-petroleum-bhd,Download Failed,1,Skipped,,,,
Orion lXL Bhd,/equities/orion-lxl-bhd,Download Failed,1,Skipped,,,,
FoundPac Group Bhd,/equities/foundpac-group-bhd,Download Failed,1,Skipped,,,,
Global Oriental Bhd,/equities/global-oriental-bhd,Download Failed,1,Skipped,,,,
Genting Bhd,/equities/genting-bhd,Download Failed,1,Skipped,,,,
Muhibbah Engineering M Bhd,/equities/muhibbah-engineering-m-bhd,Download Failed,1,Skipped,,,,
Mitrajaya Holdings Bhd,/equities/mitrajaya-holdings-bhd,Download Failed,1,Skipped,,,,
Luxchem Corporation Bhd,/equities/luxchem-corporation-bhd,Download Failed,1,Skipped,,,,
Dialog Group Bhd,/equities/dialog-group-bhd,Download Failed,1,Skipped,,,,
Radiant Globaltech Bhd,/equities/radiant-globaltech,Download Failed,1,Skipped,,,,
Inari Amertron Bhd,/equities/inari-amertron-bhd,Download Failed,1,Skipped,,,,
Ajiya Bhd,/equities/ajiya-bhd,Download Failed,1,Skipped,,,,
Mieco Chipboard Bhd,/equities/mieco-chipboard-bhd,Download Failed,1,Skipped,,,,
GD Express Carrier Bhd,/equities/gd-express-carrier-bhd,Download Failed,1,Skipped,,,,
Astro Malaysia Holdings Bhd,/equities/astro-malaysia-holdings-bhd,Download Failed,1,Skipped,,,,
Mscm Holdings Bhd,/equities/panpages-bhd,Download Failed,1,Skipped,,,,
Vertice Bhd,/equities/voir-holdings-bhd,Download Failed,1,Skipped,,,,
Tek Seng Holdings Bhd,/equities/tek-seng-holdings-bhd,Download Failed,1,Skipped,,,,
Puncak Niaga Holdings Bhd,/equities/puncak-niaga-holdings-bhd,Download Failed,1,Skipped,,,,
Leweko Resources Bhd,/equities/leweko-resources-bhd,Download Failed,1,Skipped,,,,
MSM Malaysia Holdings Bhd,/equities/msm-malaysia-holdings-bhd,Download Failed,1,Skipped,,,,
Symphony Life Bhd,/equities/symphony-life-bhd,Download Failed,1,Skipped,,,,
Dufu Tech Corp Bhd,/equities/dufu-tech-corp-bhd,Download Failed,1,Skipped,,,,
AMMB Holdings Bhd,/equities/ammb-holdings-bhd,Download Failed,1,Skipped,,,,
KPJ Healthcare Bhd,/equities/kpj-healthcare-bhd,Download Failed,1,Skipped,,,,
OSK Holdings Bhd,/equities/osk-holdings-bhd,Download Failed,1,Skipped,,,,
Tasco Bhd,/equities/tasco-bhd,Download Failed,1,Skipped,,,,
Yinson Holdings Bhd,/equities/yinson-holdings-bhd,Download Failed,1,Skipped,,,,
MISC Bhd,/equities/misc-bhd,Download Failed,1,Skipped,,,,
Sime Darby Plantation Bhd,/equities/sime-darby-plantation,Download Failed,1,Skipped,,,,
Kuantan Flour Mills Bhd,/equities/kuantan-flour-mills-bhd,Download Failed,1,Skipped,,,,
Advance Synergy Bhd,/equities/advance-synergy-bhd,Download Failed,1,Skipped,,,,
Ho Hup Construction Company,/equities/ho-hup-construction-company,Download Failed,1,Skipped,,,,
AYS Ventures Bhd,/equities/ays-ventures-bhd,Download Failed,1,Skipped,,,,
UOA Development Bhd,/equities/uoa-development-bhd,Download Failed,1,Skipped,,,,
Kretam Holdings Bhd,/equities/kretam-holdings-bhd,Download Failed,1,Skipped,,,,
Revenue Group Bhd,/equities/revenue-group,Download Failed,1,Skipped,,,,
WCE Holdings Bhd,/equities/kumpulan-europlus-bhd,Download Failed,1,Skipped,,,,
Acoustech Bhd,/equities/acoustech-bhd,Download Failed,1,Skipped,,,,
Pesona Metro Holdings Bhd,/equities/pesona-metro-holdings-bhd,Download Failed,1,Skipped,,,,
Hap Seng Plantations Holdings Bhd,/equities/hap-seng-plantations-holdings-bhd,Download Failed,1,Skipped,,,,
Wong Engineering Corporation Bhd,/equities/wong-engineering-corp,Download Failed,1,Skipped,,,,
AWC Bhd,/equities/awc-bhd,Download Failed,1,Skipped,,,,
