CompanyName,Hyperlink,DownloadStatus
Shangri La Hotels Malaysia Bhd,/equities/shangri-la-hotels-malaysia-bhd,To_be_Process
Sarawak Plantation Bhd,/equities/sarawak-plantation-bhd,To_be_Process
Ideal United Bintang Bhd,/equities/ideal-united-bintang-bhd,To_be_Process
SHH Resources Holdings Bhd,/equities/shh-resources-holdings-bhd,To_be_Process
Kim Hin Industry Bhd,/equities/kim-hin-industry-bhd,To_be_Process
OCB Bhd,/equities/ocb-bhd,To_be_Process
MAA Group Bhd,/equities/maa-group-bhd,To_be_Process
Apollo Food Holdings Bhd,/equities/apollo-food-holdings-bhd,To_be_Process
OSK Ventures International Bhd,/equities/osk-ventures-international-bhd,To_be_Process
KESM Industries Bhd,/equities/kesm-industries-bhd,To_be_Process
Malaysia Smelting Corporation Bhd,/equities/malaysia-smelting-corp,To_be_Process
Tien Wah Press Holdings Bhd,/equities/tien-wah-press-holdings,To_be_Process
White Horse Bhd,/equities/white-horse-bhd,To_be_Process
Kobay Tech Bhd,/equities/kobay-tech-bhd,To_be_Process
Mesiniaga Bhd,/equities/mesiniaga-bhd,To_be_Process
Al-Salam Real Estate Investment Trust,/equities/al-salam-real-estate-investment,To_be_Process
Asia Brands Bhd,/equities/asia-brands-bhd,To_be_Process
Perusahaan Sadur Timah Malaysia Perstima Bhd,/equities/perusahaan-sadur-timah,To_be_Process
Amway (Malaysia) Holdings Bhd,/equities/amway-(malaysia)-holdings-bhd,To_be_Process
PW Consolidated Bhd,/equities/pw-consolidated-bhd,To_be_Process
Southern Steel Bhd,/equities/southern-steel-bhd,To_be_Process
Batu Kawan Bhd,/equities/batu-kawan-bhd,To_be_Process
LB Aluminium Bhd,/equities/lb-aluminium-bhd,To_be_Process
Golden Pharos Bhd,/equities/golden-pharos-bhd,To_be_Process
Kuchai Develop Bhd,/equities/kuchai-develop-bhd,To_be_Process
Selangor Dredging Bhd,/equities/selangor-dredging-bhd,To_be_Process
Sapura Resources Bhd,/equities/sapura-resources-bhd,To_be_Process
Analabs Resources Bhd,/equities/analabs-resources-bhd,To_be_Process
ABM Fujiya Bhd,/equities/abm-fujiya-bhd,To_be_Process
FSBM Holdings Bhd,/equities/fsbm-holdings-bhd,To_be_Process
Lebtech Bhd,/equities/lebtech-bhd,To_be_Process
Leader Steel Holdings Bhd,/equities/leader-steel-holdings-bhd,To_be_Process
SMIS Corporation Bhd,/equities/smis-corporation-bhd,To_be_Process
Grand Central Enterprises Bhd,/equities/grand-central-enterprises-bhd,To_be_Process
Fima Corporation Bhd,/equities/fima-corporation-bhd,To_be_Process
Harrisons Holdings (Malaysia),/equities/harrisons-holdings-(malaysia),To_be_Process
KYM Holdings Bhd,/equities/kym-holdings-bhd,To_be_Process
Mercury Industries Bhd,/equities/mercury-industries-bhd,To_be_Process
UOA Real Estate Investment Trust,/equities/uoa-reit,To_be_Process
Asia File Corporation Bhd,/equities/asia-file-corporation-bhd,To_be_Process
Aluminium Company of Malaysia Bhd,/equities/aluminium-company-of-malaysia,To_be_Process
Farlim Group (Malaysia) Bhd,/equities/farlim-group-(malaysia)-bhd,To_be_Process
Tong Herr Resources Bhd,/equities/tong-herr-resources-bhd,To_be_Process
Paragon Union Bhd,/equities/paragon-union-bhd,To_be_Process
Eupe Corporation Bhd,/equities/eupe-corporation-bhd,To_be_Process
Quality Concrete Holdings Bhd,/equities/quality-concrete-holdings-bhd,To_be_Process
Far East Holdings Bhd,/equities/far-east-holdings-bhd,To_be_Process
Bintulu Port Holdings Bhd,/equities/bintulu-port-holdings-bhd,To_be_Process
Crescendo Corporation Bhd,/equities/crescendo-corporation-bhd,To_be_Process
Lysaght Galvanized Steel Bhd,/equities/lysaght-galvanized-steel,To_be_Process
Widetech Malaysia Bhd,/equities/widetech-malaysia-bhd,To_be_Process
TPC Plus Bhd,/equities/tpc-plus-bhd,To_be_Process
DKLS Industries Bhd,/equities/dkls-industries-bhd,To_be_Process
Metro Healthcare Berhad,/equities/metro-healthcare,To_be_Process
Hong Leong Industries Bhd,/equities/hong-leong-industries-bhd,To_be_Process
FCW Holdings Bhd,/equities/fcw-holdings-bhd,To_be_Process
Ibraco Bhd,/equities/ibraco-bhd,To_be_Process
UMS Holdings Bhd,/equities/ums-holdings-bhd,To_be_Process
G3 Global Bhd,/equities/yen-global-bhd,To_be_Process
Mentiga Corporation Bhd,/equities/mentiga-corporation-bhd,To_be_Process
Sungei Bagan Rubber Malaya,/equities/sungei-bagan-rubber-malaya,To_be_Process
Country View Bhd,/equities/country-view-bhd,To_be_Process
Kumpulan H & L High-Tech Bhd,/equities/kumpulan-h-l-high-tech,To_be_Process
See Hup Consolidated Bhd,/equities/see-hup-consolidated-bhd,To_be_Process
FACB Industries Incorporated,/equities/facb-industries-incorporated,To_be_Process
Poly Glass Fibre (M) Bhd,/equities/poly-glass-fibre-m-bhd,To_be_Process
Dutch Lady Milk Industries Bhd,/equities/dutch-lady-milk-industries-bhd,To_be_Process
BLD Plantation Bhd,/equities/bld-plantation-bhd,To_be_Process
Perisai Petroleum Teknologi Bhd,/equities/perisai-petroleum-teknologi-bhd,To_be_Process
Amalgamated Industrial Steel,/equities/amalgamated-industrial-steel,To_be_Process
Amverton Bhd,/equities/a-m-realty-bhd,To_be_Process
APFT Bhd,/equities/apft-bhd,To_be_Process
Advanced Packaging Tech (Malaysia),/equities/advanced-packaging-tech-(m),To_be_Process
Atlan Holdings Bhd,/equities/atlan-holdings-bhd,To_be_Process
Berjaya Media Bhd,/equities/berjaya-media-bhd,To_be_Process
Box Pak (Malaysia) Bhd,/equities/box-pak-(malaysia)-bhd,To_be_Process
BSL Corp Bhd,/equities/bsl-corp-bhd,To_be_Process
Caring Pharmacy Group Bhd,/equities/caring-pharmacy-group-bhd,To_be_Process
Computer Forms (Malaysia) Bhd,/equities/computer-forms-(malaysia)-bhd,To_be_Process
China Stationery Ltd,/equities/china-stationery-ltd,To_be_Process
Central Industrial Corp,/equities/central-industrial-corp,To_be_Process
Chin Teck Plantations Bhd,/equities/chin-teck-plantations-bhd,To_be_Process
DeGem Bhd,/equities/degem-bhd,To_be_Process
ECM Libra Financial Group Bhd,/equities/ecm-libra-financial-group-bhd,To_be_Process
Encorp Bhd,/equities/encorp-bhd,To_be_Process
Eng Kah Corporation Bhd,/equities/eng-kah-corporation-bhd,To_be_Process
Esthetics International Group,/equities/esthetics-international-group,To_be_Process
Fiamma Holdings Bhd,/equities/fiamma-holdings-bhd,To_be_Process
Goh Ban Huat Bhd,/equities/goh-ban-huat-bhd,To_be_Process
Gromutual Bhd,/equities/gromutual-bhd,To_be_Process
Gopeng Bhd,/equities/gopeng-bhd,To_be_Process
Gunung Capital Bhd,/equities/gunung-capital-bhd,To_be_Process
Integrated Logistics Bhd,/equities/integrated-logistics-bhd,To_be_Process
Ipmuda Bhd,/equities/ipmuda-bhd,To_be_Process
Ireka Corporation Bhd,/equities/ireka-corporation-bhd,To_be_Process
JMR Conglomeration Bhd,/equities/jmr-conglomeration-bhd,To_be_Process
Knusford Bhd,/equities/knusford-bhd,To_be_Process
Karambunai Corp Bhd,/equities/karambunai-corp-bhd,To_be_Process
Lee Swee Kiat Group Bhd,/equities/lee-swee-kiat-group-bhd,To_be_Process
London Biscuits Bhd,/equities/london-biscuits-bhd,To_be_Process
Latitude Tree Holdings Bhd,/equities/latitude-tree-holdings-bhd,To_be_Process
LTKM Bhd,/equities/ltkm-bhd,To_be_Process
Maxwell International Holdings,/equities/maxwell-international-holdings,To_be_Process
Melati Ehsan Holdings Bhd,/equities/melati-ehsan-holdings-bhd,To_be_Process
Stella Holdings Bhd,/equities/merge-energy-bhd,To_be_Process
Malpac Holdings Bhd,/equities/malpac-holdings-bhd,To_be_Process
Mintye Industries Bhd,/equities/mintye-industries-bhd,To_be_Process
Manulife Holdings Bhd,/equities/manulife-holdings-bhd,To_be_Process
Multi Sports Holdings Ltd,/equities/multi-sports-holdings-ltd,To_be_Process
New Hoong Fatt Holdings Bhd,/equities/new-hoong-fatt-holdings-bhd,To_be_Process
Negri Sembilan Oil Palms Bhd,/equities/negri-sembilan-oil-palms-bhd,To_be_Process
Pasdec Holdings Bhd,/equities/pasdec-holdings-bhd,To_be_Process
PLB Engineering Bhd,/equities/plb-engineering-bhd,To_be_Process
Rex Industry Bhd,/equities/rex-industry-bhd,To_be_Process
Selangor Properties Bhd,/equities/selangor-properties-bhd,To_be_Process
Sin Heng Chan (Malaya) Bhd,/equities/sin-heng-chan-(malaya)-bhd,To_be_Process
SBC Corp Bhd,/equities/sbc-corp-bhd,To_be_Process
AYER Holdings Bhd,/equities/tahps-group-bhd,To_be_Process
Teo Guan Lee Corporation Bhd,/equities/teo-guan-lee-corporation-bhd,To_be_Process
Pimpinan Eshan Bhd,/equities/triplc-bhd,To_be_Process
United Malacca Bhd,/equities/united-malacca-bhd,To_be_Process
Xingquan International Sports,/equities/xingquan-international-sports,To_be_Process
Y&G Corp Bhd,/equities/y-g-corp-bhd,To_be_Process
Yee Lee Corporation Bhd,/equities/yee-lee-corporation-bhd,To_be_Process
YTL Land Develop Bhd,/equities/ytl-land-develop-bhd,To_be_Process
Amtel Holdings Bhd,/equities/amtel-holdings-bhd,To_be_Process
Cymao Holdings Bhd,/equities/cymao-holdings-bhd,To_be_Process
Kinsteel Bhd,/equities/kinsteel-bhd,To_be_Process
Multi-Usage Holdings Bhd,/equities/multi-usage-holdings-bhd,To_be_Process
PNE PCB Bhd,/equities/pne-pcb-bhd,To_be_Process
Pelangi Publishing Group Bhd,/equities/pelangi-publishing-group,To_be_Process
Sapura Industrial Bhd,/equities/sapura-industrial-bhd,To_be_Process
Atta Global Group Bhd,/equities/smpc-corporation-bhd,To_be_Process
Southern Acids (M) Bhd,/equities/southern-acids-m-bhd,To_be_Process
Tasek Corporation Bhd,/equities/tasek-corporation-bhd,To_be_Process
UMS-Neiken Group Bhd,/equities/ums-neiken-group-bhd,To_be_Process
Sumatec Resources Bhd,/equities/sumatec-resources-bhd,To_be_Process
Kein Hing International Bhd,/equities/kein-hing-international-bhd,To_be_Process
NPC Resources Bhd,/equities/npc-resources-bhd,To_be_Process
Ralco Corporation Bhd,/equities/ralco-corporation-bhd,To_be_Process
Seni Jaya Corporation Bhd,/equities/seni-jaya-corporation-bhd,To_be_Process
Suiwah Corporation Bhd,/equities/suiwah-corporation-bhd,To_be_Process
Toyo Ink Group Bhd,/equities/toyo-ink-group-bhd,To_be_Process
Utusan Melayu Malaysia Bhd,/equities/utusan-melayu-malaysia-bhd,To_be_Process
Warisan TC Holdings Bhd,/equities/warisan-tc-holdings-bhd,To_be_Process
Red Sena Bhd,/equities/red-sena-bhd,To_be_Process
OCR Group Bhd,/equities/oc-resources-bhd,To_be_Process
Metrod Holdings Bhd,/equities/metrod-holdings-bhd,To_be_Process
China Automobile Parts Holdings Ltd,/equities/china-automobile-parts-holdings-ltd,To_be_Process
Innity Corporation Bhd,/equities/innity-corporation-bhd,To_be_Process
Insas Bhd Pref,/equities/insas-bhd-pref,To_be_Process
DWL Resources Bhd,/equities/spring-gallery-bhd-pref,To_be_Process
Ann Joo Resources Bhd Pref,/equities/ann-joo-resources-bhd-pref,To_be_Process
Yong Tai Bhd Pref,/equities/yong-tai-bhd-pref,To_be_Process
Rhone Ma Holdings Bhd,/equities/rhone-ma-holdings-bhd,To_be_Process
Federal International Holdings Bhd,/equities/federal-furniture-holdings-m-bhd,To_be_Process
ATTA Global Group Bhd Pref,/equities/atta-global-pref,To_be_Process
Topvision Eye Specialist,/equities/topvision-eye-specialist,To_be_Process
CRG Inc,/equities/crg,To_be_Process
Supreme Consolidated Resources,/equities/supreme-consolidated-resources,To_be_Process
Astramina Group Berhad,/equities/astramina-group-berhad,To_be_Process
MMIS Bhd,/equities/mmis-bhd,To_be_Process
MCOM Holdings Bhd,/equities/mcom-holdings-bhd,To_be_Process
Pineapple Resources Bhd,/equities/pineapple-resources-bhd,To_be_Process
Tasek Corporation Bhd,/equities/tasek-corporation-bhd-pref,To_be_Process
